               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.093404,             0.51294,                   0,             0.30246,             0.33338,             0.23488,              0.0603,            0.072766,             0.28511,                   0,              0.0029,              0.0029,              0.0739
                   1,            0.069917,             0.59313,                   0,             0.34862,             0.28585,             0.24798,            0.068364,            0.062606,              0.2841,                   0,           0.0031955,           0.0031955,            0.045096
